Project_Name,Class_Name,Release_ID,Original_NSmells,Actual_Bugginess,Predicted_BPlus,Probability_BPlus_YES,Predicted_B,Probability_B_YES,Transition,Preventable_Actual_Buggy
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZNodeName.java,19,4.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/SetCommand.java,19,1.0000,NO,NO,0.04000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LearnerSessionTracker.java,19,7.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ByteBufferOutputStream.java,19,2.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperOtherInfo.html,19,3.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/fatjar/src/java/org/apache/zookeeper/util/FatJarMain.java,19,10.0000,NO,NO,0.00000000,NO,0.19000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterParser.java,19,5.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/DataTree.java,19,51.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JString.java,19,1.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZError.java,19,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorTreeViewer.java,19,6.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Login.java,19,11.0000,YES,YES,0.92000000,YES,0.53000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/FilterOp.java,19,4.0000,NO,NO,0.00000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/python/demo_master_election.py,19,5.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Quotas.java,19,5.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/CsvOutputArchive.java,19,4.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JFile.java,19,2.0000,NO,NO,0.00000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperStarted.html,19,10.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperQuotas.html,19,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/CliCommand.java,19,8.0000,NO,NO,0.20000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/python/demo_queue.py,19,6.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/monitoring/ganglia/zookeeper_ganglia.py,19,5.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/RestCfg.java,19,2.0000,NO,NO,0.03000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/JsonGenerator.java,19,22.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java,19,12.0000,NO,NO,0.24000000,NO,0.19000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,19,4.0000,YES,YES,0.95000000,YES,0.78000000,YES_TO_YES,NO
ZOOKEEPER,docs/recipes.html,19,18.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/KerberosUtil.java,19,5.0000,NO,NO,0.21000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogSkipList.java,19,3.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerACL.java,19,3.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/client/ZooKeeperSaslClient.java,19,22.0000,YES,YES,0.90000000,YES,0.87000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Version.java,19,4.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperJMX.html,19,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerCnxn.java,19,39.0000,NO,NO,0.00000000,NO,0.35000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/encryption/DataEncryptionManager.java,19,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Watcher.java,19,18.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JDouble.java,20,1.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java,20,3.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/CGenerator.java,20,1.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/com/nitido/utils/toaster/Toaster.java,20,5.0000,NO,NO,0.00000000,NO,0.19000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/LsCommand.java,20,2.0000,YES,YES,0.81000000,YES,0.58000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/NIOServerCnxnFactory.java,20,7.0000,YES,YES,0.96000000,YES,0.88000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumMaj.java,20,4.0000,NO,NO,0.02000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java,20,11.0000,YES,YES,0.70000000,YES,0.53000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/JAXBContextResolver.java,20,3.0000,NO,NO,0.00000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/election/src/java/org/apache/zookeeper/recipes/leader/LeaderElectionSupport.java,20,13.0000,NO,NO,0.01000000,NO,0.18000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/RandomAccessFileReader.java,20,28.0000,NO,NO,0.00000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JField.java,20,1.0000,NO,NO,0.02000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java,20,1.0000,NO,NO,0.08000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/client/ConnectStringParser.java,20,4.0000,NO,NO,0.02000000,NO,0.25000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/DelQuotaCommand.java,20,5.0000,YES,YES,0.72000000,NO,0.48000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java,20,19.0000,YES,YES,0.70000000,YES,0.79000000,YES_TO_YES,NO
ZOOKEEPER,docs/zookeeperInternals.html,20,13.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/releasenotes.html,20,11.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/ZxidUtils.java,20,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperConfig.html,20,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperStarted.html,20,8.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathUtils.java,20,4.0000,YES,YES,0.61000000,NO,0.24000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/jute/RecordWriter.java,20,12.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerCnxnFactory.java,20,10.0000,NO,NO,0.36000000,YES,0.56000000,NO_TO_YES,NO
ZOOKEEPER,src/contrib/monitoring/check_zookeeper.py,20,19.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/StaticContent.java,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Op.java,20,2.0000,YES,YES,0.91000000,YES,0.84000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/persistence/Util.java,20,9.0000,YES,YES,0.99000000,YES,0.86000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/Toolbar.java,20,11.0000,NO,NO,0.00000000,NO,0.02000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ClientCnxn.java,20,38.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java,20,25.0000,YES,YES,0.99000000,YES,0.94000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JRecord.java,20,36.0000,NO,NO,0.08000000,NO,0.37000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogEntry.java,20,6.0000,NO,NO,0.00000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/Utils.java,20,15.0000,NO,NO,0.00000000,NO,0.18000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,20,2.0000,NO,NO,0.01166667,NO,0.08033333,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogIterator.java,20,2.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zkpython/src/examples/watch_znode_for_changes.py,20,3.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ServerStats.java,20,11.0000,YES,YES,1.00000000,YES,0.86000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Leader.java,20,53.0000,YES,YES,0.99000000,YES,0.94000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/MultiTransactionRecord.java,20,1.0000,NO,NO,0.01000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java,20,22.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeperMain.java,20,49.0000,YES,YES,1.00000000,YES,0.93000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooKeeper.java,20,25.0000,YES,YES,0.99000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Environment.java,20,2.0000,NO,NO,0.01000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManagerImpl.java,20,26.0000,YES,YES,0.82000000,NO,0.45000000,YES_TO_NO,YES
ZOOKEEPER,docs/zookeeperHierarchicalQuorums.html,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java,20,5.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JMap.java,20,10.0000,NO,NO,0.00000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/MultiResponse.java,20,3.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/TraceFormatter.java,20,4.0000,YES,YES,0.69000000,NO,0.33000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java,20,14.0000,NO,NO,0.02000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperTutorial.html,20,5.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/SaslServerCallbackHandler.java,20,3.0000,NO,NO,0.03000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/AclParser.java,20,6.0000,NO,NO,0.05000000,NO,0.28000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java,20,3.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperStream.html,20,4.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZooTrace.java,20,16.0000,NO,NO,0.00000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java,20,17.0000,YES,YES,1.00000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/logger/LoggerFactory.java,20,1.0000,NO,NO,0.01000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NumberArg.java,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java,20,3.0000,YES,YES,0.98000000,YES,0.56000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/utils.py,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/stats.py,20,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/LogFormatter.java,20,6.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java,20,26.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JType.java,20,8.0000,NO,NO,0.00000000,NO,0.04000000,NO_TO_NO,NO
ZOOKEEPER,src/docs/status.xml,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/PathTrie.java,20,3.0000,YES,YES,0.89000000,YES,0.83000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java,20,8.0000,YES,YES,1.00000000,YES,0.86000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java,20,5.0000,YES,YES,0.99000000,YES,0.97000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java,20,7.0000,YES,YES,0.97000000,YES,0.85000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Throughput.java,20,5.0000,NO,NO,0.00000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java,20,14.0000,YES,YES,0.99000000,YES,0.87000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/StringArg.java,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Shell.java,20,14.0000,YES,YES,0.92000000,YES,0.70000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java,20,17.0000,NO,NO,0.00000000,NO,0.05000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryInputArchive.java,20,11.0000,YES,YES,0.99000000,YES,0.65000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/HostPortSet.java,20,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/ListQuotaCommand.java,20,1.0000,YES,YES,0.90000000,YES,0.75000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/monitoring/test.py,20,2.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/GreaterThanOp.java,20,3.0000,NO,NO,0.00000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/SASLAuthenticationProvider.java,20,1.0000,YES,YES,0.63000000,NO,0.45000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/DataNode.java,20,10.0000,NO,NO,0.02000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperOverview.html,20,12.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/auth/DigestLoginModule.java,20,4.0000,NO,NO,0.02000000,NO,0.25000000,NO_TO_NO,NO
ZOOKEEPER,docs/bookkeeperProgrammer.html,20,9.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/python/zk_dump_tree.py,20,10.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/SessionsResource.java,20,2.0000,NO,NO,0.01000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/BinaryOutputArchive.java,20,7.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/MeasureThroughput.java,20,11.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/client/FourLetterWordMain.java,20,3.0000,YES,YES,0.86000000,NO,0.41000000,YES_TO_NO,YES
ZOOKEEPER,src/contrib/huebrowser/zkui/src/zkui/views.py,20,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java,20,3.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/WatchManager.java,20,4.0000,NO,NO,0.00000000,NO,0.14000000,NO_TO_NO,NO
ZOOKEEPER,docs/zookeeperProgrammers.html,20,35.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Fs.java,20,2.0000,NO,NO,0.00000000,NO,0.06000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/resources/ZNodeResource.java,20,3.0000,NO,NO,0.01000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/retry/ZooKeeperRetry.java,20,5.0000,NO,NO,0.00000000,NO,0.11000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java,20,4.0000,NO,NO,0.01000000,NO,0.17000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogServer.java,20,2.0000,NO,NO,0.00000000,NO,0.08000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/ObserverRequestProcessor.java,20,1.0000,YES,YES,1.00000000,YES,0.88000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/NodeViewerData.java,20,4.0000,YES,YES,0.88000000,NO,0.49000000,YES_TO_NO,YES
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/NumEvents.java,20,3.0000,NO,NO,0.01000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/WriteLock.java,20,3.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/ZooDefs.java,20,31.0000,NO,NO,0.01000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildren.java,20,7.0000,NO,NO,0.00000000,NO,0.27000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyRequestProcessor.java,20,5.0000,YES,YES,0.88000000,YES,0.51000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Vote.java,20,5.0000,YES,YES,0.60000000,NO,0.44000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java,20,22.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/RecordReader.java,20,12.0000,NO,NO,0.00000000,NO,0.07000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java,20,19.0000,NO,NO,0.01000000,NO,0.36000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/common/IOUtils.java,20,2.0000,NO,NO,0.19000000,NO,0.29000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/Learner.java,20,10.0000,YES,YES,1.00000000,YES,0.86000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/rest/src/python/zkrest.py,20,1.0000,NO,NO,0.00000000,NO,0.01000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/ZooKeeperService.java,20,14.0000,NO,NO,0.01000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/SnapshotFormatter.java,20,15.0000,YES,YES,0.63000000,NO,0.20000000,YES_TO_NO,YES
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java,20,46.0000,YES,YES,1.00000000,YES,0.94000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/Request.java,20,5.0000,YES,YES,1.00000000,YES,0.92000000,YES_TO_YES,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/JsonServlet.java,20,4.0000,NO,NO,0.02000000,NO,0.20000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/KeeperException.java,20,77.0000,YES,YES,0.99000000,YES,0.81000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ZKDatabase.java,20,8.0000,YES,YES,0.98000000,YES,0.96000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java,20,59.0000,YES,YES,1.00000000,YES,0.98000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/jute/XmlOutputArchive.java,20,8.0000,NO,NO,0.00000000,NO,0.16000000,NO_TO_NO,NO
ZOOKEEPER,src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ProtocolSupport.java,20,2.0000,NO,NO,0.00000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZChildrenJSON.java,20,8.0000,NO,NO,0.00000000,NO,0.30000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java,20,2.0000,NO,NO,0.02000000,NO,0.09000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/WatchedEvent.java,20,2.0000,NO,NO,0.00000000,NO,0.21000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorNodeViewersPanel.java,20,7.0000,NO,NO,0.00000000,NO,0.12000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/SymbolArg.java,20,1.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/jute/compiler/JBuffer.java,20,1.0000,NO,NO,0.01000000,NO,0.03000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/cli/CreateCommand.java,20,1.0000,YES,YES,0.88000000,YES,0.68000000,YES_TO_YES,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/CreateMode.java,20,1.0000,YES,YES,0.97000000,YES,0.80000000,YES_TO_YES,NO
ZOOKEEPER,src/docs/src/documentation/skinconf.xml,20,6.0000,NO,NO,0.00000000,NO,0.00000000,NO_TO_NO,NO
ZOOKEEPER,src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/jaxb/ZStat.java,20,16.0000,NO,NO,0.00000000,NO,0.13000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java,20,4.0000,NO,NO,0.04000000,NO,0.10000000,NO_TO_NO,NO
ZOOKEEPER,src/java/main/org/apache/zookeeper/Transaction.java,20,3.0000,NO,NO,0.01000000,NO,0.06000000,NO_TO_NO,NO
